id_transaccion,id_cliente,fecha,categoria_producto,cantidad_items,monto_total,canal_venta,medio_pago,localidad
TX-000033,CLI-00413,2024-07-01,Cemento y áridos,60,955361.47,Telefónico,Tarjeta de crédito,Río Grande
TX-000034,CLI-00823,2024-07-01,Electricidad e iluminación,3,26309.39,Web,Transferencia,Rio Grande
TX-000032,CLI-00595,2024-07-01,Electricidad e iluminación,3,24013.56,Web,Transferencia,río grande
TX-000035,CLI-00828,2024-07-02,Ferretería general,9,38615.98,App,Cuenta corriente,Ushuaia
TX-000036,CLI-01089,2024-07-02,Plomería y caños,4,25503.41,Web,Transferencia,Tolhuin
TX-000037,CLI-00912,2024-07-02,Plomería y caños,6,79471.94,Telefónico,Tarjeta de débito,Tolhuin
TX-000038,CLI-00977,2024-07-03,Ferretería general,9,20905.15,App,Transferencia,Río Grande
TX-000039,CLI-00236,2024-07-03,Herramientas manuales,2,20950.04,App,Tarjeta de débito,Río Grande
TX-000040,CLI-01013,2024-07-03,Ferretería general,7,58581.36,App,Transferencia,Ushuaia
TX-000041,CLI-00256,2024-07-04,Plomería y caños,4,42590.81,App,Cuenta corriente,Río Grande
TX-000042,CLI-00304,2024-07-05,Cemento y áridos,8,103543.1,Web,Transferencia,Ushuaia
TX-000044,CLI-00912,2024-07-06,Ferretería general,54,238845.46,App,Cuenta corriente,Tolhuin
TX-000046,CLI-01128,2024-07-06,Herramientas manuales,2,24494.48,Web,Transferencia,Río Grande
TX-000043,CLI-01042,2024-07-06,Pisos y cerámicos,7,84617.66,App,Tarjeta de crédito,Río Grande
TX-000047,CLI-00773,2024-07-07,Electricidad e iluminación,4,51266.6,App,Tarjeta de crédito,Río Grande
TX-000048,CLI-01013,2024-07-08,Cemento y áridos,42,966151.35,App,Cuenta corriente,Ushuaia
TX-000049,CLI-00746,2024-07-08,Seguridad e indumentaria,10,475486.85,Telefónico,Cuenta corriente,Ushuaia
TX-000050,CLI-01347,2024-07-08,Electricidad e iluminación,1,29534.76,Telefónico,Cuenta corriente,Río Grande
TX-000051,CLI-00393,2024-07-08,Pisos y cerámicos,12,108816.4,Web,T. crédito,USHUAIA
TX-000052,CLI-00553,2024-07-09,Ferretería general,8,46532.18,Telefónico,Tarjeta de crédito,Río Grande
TX-000053,CLI-00055,2024-07-09,Herramientas manuales,2,16143.7,App,,Río Grande
TX-000058,CLI-00055,2024-07-10,Seguridad e indumentaria,2,58718.99,App,Tarjeta de débito,Río Grande
TX-000057,CLI-00020,2024-07-10,Pinturas y revestimientos,6,165295.98,Telefónico,Tarjeta de crédito,Ushuaia
TX-000055,CLI-00021,2024-07-10,Plomería y caños,2,7015.99,Web,Tarjeta de crédito,Ushuaia
TX-000054,CLI-01037,2024-07-10,Aberturas,2,290435.97,Telefónico,Cuenta corriente,ushuaia
TX-000056,CLI-00855,2024-07-10,Herramientas manuales,1,9708.07,App,Efectivo en sucursal,Río Grande
TX-000059,CLI-00876,2024-07-11,Plomería y caños,10,49451.63,Web,Transferencia,Ushuaia
TX-000060,CLI-00178,2024-07-11,Cemento y áridos,20,247097.24,Telefónico,Cuenta corriente,Ushuaia
TX-000061,CLI-00276,2024-07-11,Seguridad e indumentaria,7,296053.8,Telefónico,Transferencia,Ushuaia
TX-000062,CLI-00232,2024-07-11,Pisos y cerámicos,33,927948.21,Telefónico,Tarjeta de crédito,Río Grande
TX-000064,CLI-00814,2024-07-11,Pisos y cerámicos,2,26748.46,App,Tarjeta de crédito,Ushuaia
TX-000069,CLI-00392,2024-07-13,Cemento y áridos,38,533580.78,App,Tarjeta de crédito,Río Grande
TX-000068,CLI-00234,2024-07-13,Herramientas manuales,7,65347.65,Telefónico,Tarjeta de débito,Río Grande
TX-000066,CLI-00488,2024-07-13,Ferretería general,3,7312.88,Web,Transferencia,Ushuaia
TX-000067,CLI-01083,2024-07-13,Plomería y caños,1,7585.17,App,Cuenta corriente,Río Grande
TX-000070,CLI-00701,2024-07-14,Pisos y cerámicos,22,625867.44,App,Cuenta corriente,Río Grande
TX-000071,CLI-00828,2024-07-15,Pisos y cerámicos,7,140676.96,Web,Cuenta corriente,ushuaia
TX-000072,CLI-00980,2024-07-15,Ferretería general,3,9068.04,Web,Tarjeta de crédito,TOLHUIN
TX-000073,CLI-01347,2024-07-16,Pinturas y revestimientos,3,156716.16,App,Efectivo en sucursal,Río Grande
TX-000074,CLI-01340,2024-07-16,Ferretería general,7,16003.67,Telefónico,Tarjeta de crédito,USHUAIA
TX-000077,CLI-00614,2024-07-16,Ferretería general,8,18735.75,Web,Tarjeta de crédito,Río Grande
TX-000079,CLI-01302,2024-07-16,Herramientas manuales,4,39542.15,Web,Transferencia,Río Grande
TX-000080,CLI-00188,2024-07-17,Maderas y tableros,13,245942.34,Web,Transferencia,Tolhuin
TX-000082,CLI-00350,2024-07-17,Herramientas manuales,3,39061.97,Telefónico,Efectivo en sucursal,Río Grande
TX-000083,CLI-00930,2024-07-17,Seguridad e indumentaria,4,189335.85,Telefónico,Cuenta corriente,Río Grande
TX-000088,CLI-01297,2024-07-18,Herramientas manuales,15,156685.48,Web,Transferencia,Tolhuin
TX-000084,CLI-01142,2024-07-18,Cemento y áridos,9,62339.53,Web,Tarjeta de débito,Ushuaia
TX-000085,CLI-01277,2024-07-18,Sanitarios y grifería,4,132967.83,Web,Tarjeta de crédito,Ushuaia
TX-000087,CLI-00703,2024-07-18,Ferretería general,4,8863.61,Telefónico,Efectivo en sucursal,Río Grande
TX-000095,CLI-00232,2024-07-19,Cemento y áridos,19,278843.21,Telefónico,Transferencia,Río Grande
TX-000096,CLI-00292,2024-07-19,Seguridad e indumentaria,2,48717.54,Web,Tarjeta de débito,Ushuaia
TX-000089,CLI-00860,2024-07-19,Cemento y áridos,6,105881.37,Telefónico,Transferencia,Río Grande
TX-000090,CLI-01348,2024-07-19,Sanitarios y grifería,2,,App,Efectivo en sucursal,Tolhuin
TX-000099,CLI-00413,2024-07-20,Seguridad e indumentaria,19,892960.38,Telefónico,Transferencia,Rio Grande
TX-000100,CLI-01096,2024-07-20,Herramientas eléctricas,2,233835.88,Web,Transferencia,Ushuaia
TX-000097,CLI-00078,2024-07-20,Herramientas manuales,2,37187.67,Web,Cuenta corriente,Ushuaia
TX-000101,CLI-00285,2024-07-22,Electricidad e iluminación,5,42342.57,Web,Tarjeta de crédito,USHUAIA
TX-000104,CLI-00229,2024-07-23,Maderas y tableros,6,60085.84,App,Tarjeta de débito,Río Grande
TX-000105,CLI-00894,2024-07-23,Electricidad e iluminación,2,17654.36,Web,Tarjeta de débito,Ushuaia
TX-000107,CLI-00229,2024-07-24,Ferretería general,4,8224.62,App,Tarjeta de débito,Río Grande
TX-000108,CLI-01037,2024-07-24,Cemento y áridos,48,737058.92,Web,Transferencia,Ushuaia
TX-000109,CLI-01013,2024-07-24,Plomería y caños,11,265754.93,App,Tarjeta de crédito,Ushuaia
TX-000110,CLI-00883,2024-07-24,Herramientas eléctricas,2,590004.1,Telefónico,Tarjeta de crédito,Río Grande
TX-000111,CLI-01270,2024-07-24,Plomería y caños,4,27366.81,Web,Tarjeta de crédito,Ushuaia
TX-000114,CLI-00439,2024-07-25,Seguridad e indumentaria,12,333325.53,App,Tarjeta de crédito,Rio Grande
TX-000112,CLI-00413,2024-07-25,Ferretería general,5,27394.81,Telefónico,Cuenta corriente,Río Grande
TX-000113,CLI-01075,2024-07-25,Plomería y caños,5,29043.61,App,Efectivo en sucursal,Río Grande
TX-000115,CLI-01210,2024-07-26,Pinturas y revestimientos,2,37798.01,Web,Transferencia,Río Grande
TX-000116,CLI-01084,2024-07-26,Sanitarios y grifería,6,617692.74,Telefónico,Cuenta corriente,Ushuaia
TX-000118,CLI-00006,2024-07-26,Ferretería general,35,110911.52,Web,Tarjeta de crédito,Río Grande
TX-000119,CLI-00715,2024-07-27,Aberturas,1,67602.19,Web,T. débito,Ushuaia
TX-000120,CLI-00058,2024-07-27,Pisos y cerámicos,10,118055.95,Web,Tarjeta de débito,Río Grande
TX-000121,CLI-00883,2024-07-27,Aberturas,3,698925.15,App,Tarjeta de crédito,Río Grande
TX-000122,CLI-00892,2024-07-28,Pisos y cerámicos,13,173918.16,App,Efectivo en sucursal,Tolhuin
TX-000124,CLI-00295,2024-07-29,Pinturas y revestimientos,5,88474.07,Web,Tarjeta de crédito,RÍO GRANDE
TX-000123,CLI-00159,2024-07-29,Plomería y caños,34,342241.26,Telefónico,Tarjeta de crédito,Ushuaia
TX-000125,CLI-00276,2024-07-30,Seguridad e indumentaria,4,179907.75,Telefónico,Tarjeta de débito,Ushuaia
TX-000135,CLI-01084,2024-07-31,Sanitarios y grifería,4,516375.46,Telefónico,Cuenta corriente,Ushuaia
TX-000134,CLI-00028,2024-07-31,Cemento y áridos,25,422306.63,App,Transferencia,Ushuaia
TX-000133,CLI-01081,2024-07-31,Seguridad e indumentaria,4,191752.67,Telefónico,Transferencia,Río Grande
TX-000137,CLI-00860,2024-07-31,Sanitarios y grifería,3,193512.58,App,Tarjeta de crédito,Río Grande
TX-000128,CLI-00066,2024-07-31,Pisos y cerámicos,10,250782.1,App,Transferencia,Río Grande
TX-000127,CLI-00860,2024-07-31,Seguridad e indumentaria,2,-103953.16,App,Cuenta corriente,Río Grande
TX-000126,CLI-00413,2024-07-31,Seguridad e indumentaria,12,418061.86,Telefónico,Cuenta corriente,Río Grande
TX-000131,CLI-00926,2024-07-31,Electricidad e iluminación,3,27765.17,App,Cuenta corriente,USHUAIA
TX-000138,CLI-01075,2024-08-01,Pisos y cerámicos,8,132395.44,Web,Tarjeta de crédito,Río Grande
TX-000139,CLI-01049,2024-08-01,Plomería y caños,10,212503.61,App,Cuenta corriente,Río Grande
TX-000142,CLI-00609,2024-08-01,Pisos y cerámicos,6,94944.89,Web,Tarjeta de débito,RÍO GRANDE
TX-000143,CLI-01248,2024-08-01,Cemento y áridos,8,91637.86,Web,Tarjeta de crédito,Ushuaia
TX-000144,CLI-00912,2024-08-02,Ferretería general,13,53457.49,App,Transferencia,Tolhuin
TX-000147,CLI-00393,2024-08-02,Pinturas y revestimientos,2,24432.57,Web,Tarjeta de crédito,Ushuaia
TX-000148,CLI-00766,2024-08-02,Ferretería general,4,13628.02,Telefónico,Tarjeta de débito,Río Grande 
TX-000150,CLI-00394,2024-08-03,Cemento y áridos,18,257244.26,Telefónico,Cuenta corriente,Ushuaia
TX-000151,CLI-00384,2024-08-04,Pisos y cerámicos,7,102758.38,Web,Transferencia,Ushuaia
TX-000153,CLI-00229,2024-08-05,Plomería y caños,5,26324.9,Web,Tarjeta de crédito,Río Grande
TX-000157,CLI-00444,2024-08-05,Aberturas,4,673945.51,Web,Cuenta corriente,Ushuaia
TX-000156,CLI-00597,2024-08-05,Cemento y áridos,5,40825.34,App,Tarjeta de débito,Ushuaia
TX-000152,CLI-00055,2024-08-05,Herramientas manuales,3,28866.15,Web,Tarjeta de crédito,RÍO GRANDE
TX-000154,CLI-01093,2024-08-05,Pisos y cerámicos,24,-609484.56,App,Cuenta corriente,Ushuaia
TX-000155,CLI-00066,2024-08-05,Sanitarios y grifería,8,566239.73,Telefónico,Transferencia,Río Grande
TX-000158,CLI-00028,2024-08-06,Pinturas y revestimientos,5,137140.37,App,Transferencia,Ushuaia
TX-000159,CLI-00828,2024-08-06,Electricidad e iluminación,4,55506.86,Telefónico,Transferencia,Ushuaia
TX-000160,CLI-00444,2024-08-06,Cemento y áridos,300,3939268.06,App,Tarjeta de crédito,Ushuaia
TX-000161,CLI-00701,2024-08-06,Pisos y cerámicos,25,887190.37,Telefónico,Tarjeta de crédito,Río Grande
TX-000162,CLI-01347,2024-08-06,Cemento y áridos,15,263218.4,Web,transf.,Río Grande
TX-000163,CLI-00375,2024-08-06,Cemento y áridos,6,53530.99,Web,Transferencia,Ushuaia
TX-000177,CLI-00674,2024-08-07,Ferretería general,9,26023.35,App,Tarjeta de crédito,Río Grande
TX-000174,CLI-01091,2024-08-07,Ferretería general,13,22131.52,App,Tarjeta de crédito,Río Grande
TX-000173,CLI-00812,2024-08-07,Herramientas manuales,9,119918.64,Telefónico,Tarjeta de débito,Ushuaia
TX-000172,CLI-00684,2024-08-07,Seguridad e indumentaria,2,58730.44,Web,Tarjeta de débito,Río Grande
TX-000171,CLI-00291,2024-08-07,Electricidad e iluminación,13,75799.97,Web,Tarjeta de débito,Río Grande
TX-000176,CLI-01042,2024-08-07,Maderas y tableros,5,83623.42,Web,Transferencia,Río Grande
TX-000168,CLI-00987,2024-08-07,Ferretería general,3,7884.45,Web,Tarjeta de débito,Río Grande
TX-000167,CLI-00461,2024-08-07,Herramientas manuales,7,64184.17,Web,Transferencia,Ushuaia
TX-000166,CLI-00046,2024-08-07,Herramientas manuales,1,16055.35,App,Tarjeta de crédito,Río Grande
TX-000165,CLI-00616,2024-08-07,Pinturas y revestimientos,3,62390.57,Web,Tarjeta de débito,Ushuaia
TX-000170,CLI-00304,2024-08-07,Electricidad e iluminación,20,264909.58,App,Efectivo en sucursal,Ushuaia
TX-000179,CLI-00883,2024-08-08,Herramientas manuales,5,187853.07,Web,Cuenta corriente,Río Grande
TX-000180,CLI-00885,2024-08-08,Cemento y áridos,9,76696.7,Web,Tarjeta de crédito,Río Grande 
TX-000181,CLI-00766,2024-08-08,Ferretería general,19,43312.02,Web,Efectivo en sucursal,Río Grande
TX-000182,CLI-01300,2024-08-08,Cemento y áridos,10,204602.68,App,Cuenta corriente,Río Grande
TX-000197,CLI-00015,2024-08-09,Sanitarios y grifería,3,87746.32,Web,Transferencia,Tolhuin
TX-000196,CLI-00560,2024-08-09,Electricidad e iluminación,8,98475.92,Telefónico,Transferencia,Río Grande
TX-000195,CLI-01274,2024-08-09,Aberturas,2,131056.18,App,Tarjeta de crédito,Ushuaia
TX-000194,CLI-00629,2024-08-09,Ferretería general,9,,Telefónico,Cuenta corriente,Río Grande
TX-000193,CLI-00624,2024-08-09,Seguridad e indumentaria,3,54846.02,Web,Tarjeta de débito,RÍO GRANDE
TX-000186,CLI-01280,2024-08-09,Electricidad e iluminación,2,18066.05,Web,Tarjeta de crédito,Ushuaia
TX-000191,CLI-00448,2024-08-09,Electricidad e iluminación,3,45096.18,App,Cuenta corriente,Río Grande
TX-000188,CLI-00396,2024-08-09,Herramientas manuales,4,43099.72,Web,,RÍO GRANDE
TX-000187,CLI-00506,2024-08-09,Electricidad e iluminación,11,80884.34,Telefónico,Transferencia,Río Grande
TX-000183,CLI-00482,2024-08-09,Electricidad e iluminación,5,76212.95,Telefónico,Transferencia,Río Grande
TX-000192,CLI-00984,2024-08-09,Ferretería general,7,20447.61,Web,Tarjeta de débito,Río Grande
TX-000198,CLI-00338,2024-08-11,Plomería y caños,2,12069.64,Web,Transferencia,Río Grande
TX-000207,CLI-00295,2024-08-12,Pinturas y revestimientos,1,19290.01,App,Efectivo en sucursal,Río Grande
TX-000206,CLI-00982,2024-08-12,Ferretería general,6,25912.89,Telefónico,transf.,Ushuaia
TX-000208,CLI-00912,2024-08-12,Cemento y áridos,5,83214.79,Web,Cuenta corriente,Tolhuin
TX-000204,CLI-00597,2024-08-12,Sanitarios y grifería,3,106482.01,Web,Tarjeta de crédito,Ushuaia
TX-000203,CLI-00779,2024-08-12,Plomería y caños,2,9385.38,Web,Tarjeta de crédito,Río Grande
TX-000202,CLI-01234,2024-08-12,Pisos y cerámicos,12,82030.97,Web,Tarjeta de débito,Río Grande
TX-000201,CLI-00463,2024-08-12,Pisos y cerámicos,5,70646.34,App,,Tolhuin 
TX-000200,CLI-01212,2024-08-12,Sanitarios y grifería,1,37044.95,Telefónico,Tarjeta de crédito,Río Grande
TX-000209,CLI-00178,2024-08-13,Maderas y tableros,27,590705.08,App,Cuenta corriente,Ushuaia
TX-000210,CLI-00079,2024-08-13,Plomería y caños,2,13019.01,Web,Tarjeta de crédito,Ushuaia
TX-000211,CLI-00912,2024-08-13,Herramientas manuales,9,191650.17,Telefónico,Cuenta corriente,Tolhuin
TX-000212,CLI-00526,2024-08-13,Plomería y caños,15,99159.33,Web,Tarjeta de crédito,Ushuaia
TX-000214,CLI-00348,2024-08-13,Cemento y áridos,22,501074.88,App,Transferencia,Tolhuin
TX-000224,CLI-00351,2024-08-14,Cemento y áridos,7,102586.07,App,Cuenta corriente,Río Grande
TX-000223,CLI-01161,2024-08-14,Herramientas manuales,2,21977.27,Web,Tarjeta de débito,Ushuaia
TX-000222,CLI-00027,2024-08-14,Seguridad e indumentaria,1,25067.17,App,Tarjeta de débito,Ushuaia
TX-000216,CLI-00720,2024-08-14,Plomería y caños,3,26949.88,Web,Tarjeta de crédito,Río Grande
TX-000218,CLI-00394,2024-08-14,Sanitarios y grifería,9,715797.26,App,Cuenta corriente,ushuaia
TX-000217,CLI-01308,2024-08-14,Seguridad e indumentaria,2,52500.41,Web,Tarjeta de débito,Tolhuin
TX-000221,CLI-00159,2024-08-14,Maderas y tableros,9,279624.88,Web,Cuenta corriente,Ushuaia
TX-000232,CLI-00413,2024-08-15,Ferretería general,13,88604.3,Web,Transferencia,Río Grande
TX-000234,CLI-00352,2024-08-15,Plomería y caños,11,55206.24,Web,Tarjeta de débito,Río Grande
TX-000231,CLI-01236,2024-08-15,Sanitarios y grifería,7,173879.38,App,Tarjeta de débito,Ushuaia
TX-000230,CLI-00575,2024-08-15,Herramientas eléctricas,4,813044.52,Web,Cuenta corriente,Río Grande
TX-000228,CLI-00015,2024-08-15,Herramientas manuales,3,32844.6,Web,Tarjeta de crédito,Tolhuin
TX-000227,CLI-00823,2024-08-15,Plomería y caños,5,30987.42,Web,Tarjeta de crédito,
TX-000225,CLI-00854,2024-08-15,Herramientas manuales,8,93404.43,Web,Transferencia,Río Grande
TX-000229,CLI-00982,2024-08-15,Ferretería general,4,27400.61,Telefónico,Tarjeta de crédito,Ushuaia
TX-000235,CLI-01210,2024-08-16,Sanitarios y grifería,3,163626.29,Web,Tarjeta de crédito,Río Grande
TX-000237,CLI-00979,2024-08-16,Pinturas y revestimientos,1,12410.46,App,Tarjeta de crédito,Río Grande
TX-000238,CLI-00828,2024-08-16,Cemento y áridos,35,535314.58,Telefónico,Cuenta corriente,Ushuaia
TX-000241,CLI-00448,2024-08-18,Ferretería general,11,65047.38,Telefónico,Cuenta corriente,Río Grande
TX-000240,CLI-01347,2024-08-18,Electricidad e iluminación,9,283853.1,Telefónico,Cuenta corriente,Río Grande
TX-000242,CLI-00298,2024-08-18,Plomería y caños,3,19220.25,App,Transferencia,Río Grande
TX-000247,CLI-00016,2024-08-19,Pinturas y revestimientos,6,235673.22,Telefónico,Transferencia,Río Grande
TX-000246,CLI-01128,2024-08-19,Sanitarios y grifería,2,77466.15,App,Efectivo en sucursal,Río Grande
TX-000243,CLI-01210,2024-08-19,Cemento y áridos,18,222319.85,Web,Tarjeta de débito,Río Grande
TX-000244,CLI-00982,2024-08-19,Electricidad e iluminación,4,72826.27,App,Tarjeta de crédito,ushuaia
TX-000249,CLI-01274,2024-08-19,Pisos y cerámicos,7,108128.28,Web,Tarjeta de crédito,Ushuaia
TX-000245,CLI-00521,2024-08-19,Electricidad e iluminación,10,72670.53,Web,Tarjeta de débito,Río Grande
TX-000252,CLI-00081,2024-08-20,Ferretería general,8,23333.22,Web,Tarjeta de débito,Tolhuin
TX-000253,CLI-01142,2024-08-20,Pisos y cerámicos,18,175628.0,Web,Tarjeta de débito,Ushuaia
TX-000250,CLI-00357,2024-08-20,Herramientas manuales,4,180219.7,Telefónico,Cuenta corriente,Ushuaia
TX-000251,CLI-00038,2024-08-20,Ferretería general,3,8975.14,Web,Tarjeta de crédito,Río Grande
TX-000254,CLI-00701,2024-08-20,Herramientas eléctricas,7,2611480.3,Web,Tarjeta de crédito,Río Grande
TX-000256,CLI-01097,2024-08-21,Ferretería general,8,18955.81,App,Transferencia,Río Grande
TX-000255,CLI-00597,2024-08-21,Ferretería general,8,16023.61,App,Tarjeta de crédito,Ushuaia
TX-000257,CLI-00922,2024-08-22,Herramientas manuales,1,14051.27,App,Tarjeta de débito,Tolhuin
TX-000258,CLI-00541,2024-08-22,Sanitarios y grifería,2,50936.29,Web,Transferencia,Río Grande
TX-000259,CLI-01348,2024-08-22,Ferretería general,23,53124.6,App,Tarjeta de débito,Tolhuin
TX-000260,CLI-00727,2024-08-22,Herramientas manuales,1,9941.35,Web,Tarjeta de débito,Río Grande
TX-000264,CLI-00413,2024-08-22,Pisos y cerámicos,12,248293.03,Web,Cuenta corriente,Rio Grande
TX-000265,CLI-00922,2024-08-22,Ferretería general,2,3376.41,Web,Transferencia,Tolhuin
TX-000266,CLI-00356,2024-08-22,Cemento y áridos,27,456368.93,Web,Cuenta corriente,Río Grande
TX-000267,CLI-00154,2024-08-22,Cemento y áridos,10,90092.21,App,Efectivo en sucursal,Río Grande
TX-000269,CLI-00159,2024-08-23,Aberturas,3,463573.78,Web,Cuenta corriente,Ushuaia
TX-000272,CLI-00703,2024-08-23,Pinturas y revestimientos,5,63787.62,App,transf.,Río Grande
TX-000268,CLI-00980,2024-08-23,Ferretería general,5,11509.13,Web,Tarjeta de crédito,Tolhuin
TX-000270,CLI-00701,2024-08-23,Pinturas y revestimientos,2,-134218.65,App,Cuenta corriente,Río Grande
TX-000273,CLI-01016,2024-08-24,Seguridad e indumentaria,3,56643.82,App,Tarjeta de crédito,Río Grande
TX-000275,CLI-01348,2024-08-24,Herramientas manuales,4,37435.61,Web,Tarjeta de crédito,Tolhuin
TX-000276,CLI-00444,2024-08-24,Cemento y áridos,10,193033.98,Telefónico,Transferencia,Ushuaia
TX-000278,CLI-01049,2024-08-24,Herramientas eléctricas,2,669841.83,Telefónico,Cuenta corriente,Río Grande
TX-000280,CLI-01081,2024-08-25,Sanitarios y grifería,2,150725.59,Telefónico,Cuenta corriente,Río Grande
TX-000281,CLI-00338,2024-08-26,Electricidad e iluminación,3,38541.15,Web,Tarjeta de crédito,Río Grande
TX-000285,CLI-00079,2024-08-27,Herramientas manuales,2,21215.72,Web,Tarjeta de débito,Ushuaia
TX-000289,CLI-00247,2024-08-27,Maderas y tableros,2,22297.73,Web,Transferencia,río grande
TX-000288,CLI-01016,2024-08-27,Herramientas manuales,1,8685.44,App,Tarjeta de crédito,Río Grande
TX-000284,CLI-00461,2024-08-27,Ferretería general,2,5101.18,App,T. crédito,Ushuaia
TX-000286,CLI-01252,2024-08-27,Seguridad e indumentaria,1,26604.33,App,Tarjeta de débito,Rio Grande
TX-000287,CLI-01270,2024-08-27,Herramientas manuales,3,28615.47,Web,Efectivo en sucursal,Ushuaia
TX-000291,CLI-00394,2024-08-28,Maderas y tableros,6,145746.91,Telefónico,Cuenta corriente,Ushuaia
TX-000293,CLI-00357,2024-08-28,Cemento y áridos,16,361575.56,Telefónico,Cuenta corriente,Ushuaia
TX-000294,CLI-00930,2024-08-29,Ferretería general,12,79460.03,Telefónico,Cuenta corriente,Rio Grande
TX-000295,CLI-00825,2024-08-29,Ferretería general,3,7195.46,Web,Tarjeta de crédito,Río Grande
TX-000296,CLI-00892,2024-08-29,Pisos y cerámicos,5,71387.51,Telefónico,Tarjeta de débito,Tolhuin
TX-000297,CLI-01049,2024-08-29,Seguridad e indumentaria,2,152331.95,Telefónico,Cuenta corriente,Río Grande
TX-000299,CLI-01160,2024-08-29,Plomería y caños,5,27872.99,Web,Transferencia,Ushuaia
TX-000300,CLI-01059,2024-08-29,Cemento y áridos,6,170697.56,Telefónico,Cuenta corriente,Ushuaia
TX-000301,CLI-00257,2024-08-29,Cemento y áridos,8,62125.38,Telefónico,Tarjeta de crédito,Río Grande
TX-000307,CLI-00569,2024-08-30,Herramientas manuales,6,51786.81,App,Transferencia,Ushuaia 
TX-000302,CLI-00408,2024-08-30,Pinturas y revestimientos,2,28594.49,App,Tarjeta de débito,Tolhuin
TX-000303,CLI-00256,2024-08-30,Plomería y caños,6,74523.17,Web,Cuenta corriente,Río Grande
TX-000306,CLI-00883,2024-08-30,Cemento y áridos,20,533320.29,Web,Transferencia,Río Grande
TX-000309,CLI-00252,2024-08-30,Cemento y áridos,102,1429086.73,Web,T. débito,Río Grande
TX-000316,CLI-00461,2024-08-31,Pinturas y revestimientos,3,54878.0,Web,Tarjeta de crédito,Ushuaia
TX-000318,CLI-00451,2024-08-31,Maderas y tableros,18,220358.54,App,Tarjeta de crédito,ushuaia
TX-000314,CLI-00387,2024-08-31,Ferretería general,19,90193.87,Web,Transferencia,Río Grande
TX-000310,CLI-00352,2024-08-31,Ferretería general,3,6879.59,App,Efectivo en sucursal,Río Grande
TX-000312,CLI-00190,2024-08-31,Plomería y caños,7,40621.27,Web,Tarjeta de crédito,Ushuaia
TX-000313,CLI-01067,2024-08-31,Herramientas manuales,6,93300.39,Web,Transferencia,Tolhuin
TX-000319,CLI-00577,2024-09-01,Pisos y cerámicos,39,845165.83,Web,Tarjeta de crédito,Río Grande
